id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,rubric_score,has_answer_chunks,error_step_index,error_step_position,exit_status,reasoning_n_chunks,reasoning_start,reasoning_end,reasoning_end_minus_start,reasoning_std,reasoning_range,reasoning_min,reasoning_max,reasoning_early_mean,reasoning_mid_mean,reasoning_late_mean,reasoning_late_minus_early,reasoning_total_variation,reasoning_monotonicity,reasoning_direction_changes,reasoning_zero_crossings,reasoning_peak_pos,reasoning_trough_pos,reasoning_rebound_from_trough,reasoning_fall_from_peak,reasoning_max_rise,reasoning_max_drop,reasoning_max_rise_pos,reasoning_max_drop_pos,reasoning_curvature_abs_mean,reasoning_positive_mass,reasoning_negative_mass,reasoning_time_positive,reasoning_time_negative,answer_n_chunks,answer_start,answer_end,answer_end_minus_start,answer_std,answer_range,answer_min,answer_max,answer_early_mean,answer_mid_mean,answer_late_mean,answer_late_minus_early,answer_total_variation,answer_monotonicity,answer_direction_changes,answer_zero_crossings,answer_peak_pos,answer_trough_pos,answer_rebound_from_trough,answer_fall_from_peak,answer_max_rise,answer_max_drop,answer_max_rise_pos,answer_max_drop_pos,answer_curvature_abs_mean,answer_positive_mass,answer_negative_mass,answer_time_positive,answer_time_negative,reasoning_traj_t00,reasoning_traj_t01,reasoning_traj_t02,reasoning_traj_t03,reasoning_traj_t04,reasoning_traj_t05,reasoning_traj_t06,reasoning_traj_t07,reasoning_traj_t08,reasoning_traj_t09,reasoning_traj_t10,reasoning_traj_t11,reasoning_traj_t12,reasoning_traj_t13,reasoning_traj_t14,reasoning_traj_t15,reasoning_traj_t16,reasoning_traj_t17,reasoning_traj_t18,reasoning_traj_t19,answer_traj_t00,answer_traj_t01,answer_traj_t02,answer_traj_t03,answer_traj_t04,answer_traj_t05,answer_traj_t06,answer_traj_t07,answer_traj_t08,answer_traj_t09,answer_traj_t10,answer_traj_t11,answer_traj_t12,answer_traj_t13,answer_traj_t14,answer_traj_t15,answer_traj_t16,answer_traj_t17,answer_traj_t18,answer_traj_t19,answer_minus_reasoning_mean,answer_start_minus_reasoning_end,answer_end_minus_reasoning_end,answer_range_minus_reasoning_range,total_n_chunks,reasoning_pair_density,answer_pair_density
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,0,final_answer_correct,False,False,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
networkx__networkx-7024,swe-agent-trajectories,model-all,swe-agent-llama-405b,swe-agent-llama-405b,,1,final_answer_correct,True,True,,False,,,submitted,45,2.4805512402118746,-0.1738542563796439,-2.6544054965915187,1.9917342944706449,8.137303559464298,-4.003728205361076,4.133575354103222,0.7294986324286646,-0.44243327005487043,-0.0360250270575212,-0.7655236594861858,40.31792280542088,0.06583686142269772,10,7,0.10526315789473684,0.3157894736842105,3.829873948981432,4.307429610482866,4.968750840078795,5.510251659055196,0.5555555555555556,0.6111111111111112,3.635702323498707,0.8524653062697789,0.7627999375562073,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4805512402118746,0.7580001366189867,4.133575354103222,2.371824095787048,1.1107378727699733,-1.7444700671293765,-4.003728205361076,-0.46317605531528994,-0.22379346323713478,-0.7753383467961878,-2.214896988318692,2.7538538517601028,-2.756397807295094,0.5827159188182027,-1.3305417879777732,-1.4174214874189799,1.9509626411954328,0.9070850141307368,-0.15238028589490005,-0.1738542563796439,,,,,,,,,,,,,,,,,,,,,,,,,45,0.06464646464646465,
