id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,has_answer_chunks,error_step_index,error_step_position,exit_status,reasoning_n_chunks,reasoning_start,reasoning_end,reasoning_end_minus_start,reasoning_std,reasoning_range,reasoning_min,reasoning_max,reasoning_early_mean,reasoning_mid_mean,reasoning_late_mean,reasoning_late_minus_early,reasoning_total_variation,reasoning_monotonicity,reasoning_direction_changes,reasoning_zero_crossings,reasoning_peak_pos,reasoning_trough_pos,reasoning_rebound_from_trough,reasoning_fall_from_peak,reasoning_max_rise,reasoning_max_drop,reasoning_max_rise_pos,reasoning_max_drop_pos,reasoning_curvature_abs_mean,reasoning_positive_mass,reasoning_negative_mass,reasoning_time_positive,reasoning_time_negative,answer_n_chunks,answer_start,answer_end,answer_end_minus_start,answer_std,answer_range,answer_min,answer_max,answer_early_mean,answer_mid_mean,answer_late_mean,answer_late_minus_early,answer_total_variation,answer_monotonicity,answer_direction_changes,answer_zero_crossings,answer_peak_pos,answer_trough_pos,answer_rebound_from_trough,answer_fall_from_peak,answer_max_rise,answer_max_drop,answer_max_rise_pos,answer_max_drop_pos,answer_curvature_abs_mean,answer_positive_mass,answer_negative_mass,answer_time_positive,answer_time_negative,answer_minus_reasoning_mean,answer_start_minus_reasoning_end,answer_end_minus_reasoning_end,answer_range_minus_reasoning_range,total_n_chunks,reasoning_pair_density,answer_pair_density
d9a6df63-9cdc-41c0-980b-ddc78275bf91,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,biology,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,11,0.08519134074654422,-2.2835165331067375,-2.368707873853282,2.3547257188697204,8.188324640793127,-3.5783384363301667,4.6099862044629605,0.7137216248015259,-0.24975211761870655,-0.3870293238283639,-1.1007509486298899,30.70640647161455,0.07714051059810434,4,5,0.3157894736842105,0.5263157894736842,1.2948219032234292,6.893502737569698,2.6599139580263143,2.733146533703296,0.2222222222222222,0.3333333333333333,1.1768669557092746,1.0167339981417194,0.9704534677762418,0.45,0.55,11,2.4444777994443383,-0.21774295320679923,-2.6622207526511374,1.9398118295071545,6.348663403013356,-2.7319930506078576,3.6166703524054986,0.914048163130548,-0.7311015224187846,-0.3696998419698694,-1.2837480051004175,23.378559220540385,0.11387445768309419,6.0,3.0,0.6842105263157895,0.5263157894736842,2.5142500974010584,3.8344133056122978,3.69729711938526,3.8158506406871067,0.6666666666666666,0.7777777777777778,1.5743590545389248,0.762914887189571,0.8097935155314145,0.3,0.7,0.4419078736314659,5.169902206182542,2.5076814535314043,-2.7229834597398828,22,0.21818181818181817,0.2
111d5872-2705-42c0-8df4-0fb386ba7084,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,biology,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,31,2.7166203278321928,4.490197304524849,1.7735769766926563,2.4911125699002175,8.99988789955595,-4.509690595031103,4.490197304524849,0.08869976264651935,-0.02302217286557224,0.053001819360121306,-0.03569794328639805,67.76770354762354,0.02617141918415873,13,14,1.0,0.2631578947368421,8.99988789955595,0.0,6.449432836303949,7.898911695864596,0.2777777777777778,0.2222222222222222,6.481697661698375,1.1143998593562443,1.0755121571248767,0.55,0.45,2,-3.6570724495612765,3.6570724495612765,7.314144899122553,2.219758786200604,7.314144899122553,-3.6570724495612765,3.6570724495612765,-2.502207465489294,0.19247749734533018,2.694684962834625,5.196892428323919,7.314144899122553,1.0,0.0,1.0,1.0,0.0,7.314144899122553,0.0,0.3849549946906614,0.0,0.5555555555555556,0.6111111111111112,4.6876083261951055e-16,0.9623874867266515,0.9623874867266519,0.5,0.5,-1.1884075667832046,-9.33567732086933,-2.0215324217467767,-6.529684457788893,33,0.08602150537634409,1.0
f040ed81-6802-4359-beff-42e319c1b0f1,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,is_correct,True,,True,,,,157,2.5012616349506565,-2.2237530657803988,-4.725014700731055,2.25637228646903,8.644767779926507,-4.282778913556396,4.361988866370111,0.777474336034075,0.14196861537970293,-0.5136144944751623,-1.2910888305092372,47.09034292099794,0.10033935638689383,11,11,0.5263157894736842,0.7368421052631579,2.0590258477759975,6.58574193215051,8.068669592029199,4.365580954783132,0.5,0.7222222222222222,4.4520636027258895,0.9770048267110273,0.8092841420587537,0.55,0.45,8,2.3788652719468866,0.16770428967785467,-2.211160982269032,1.6431352913684727,4.927095692684269,-2.5482304207373816,2.3788652719468866,-0.20111445319295435,-0.5652433315968111,0.5582531439563523,0.7593675971493066,20.200410388520265,0.10946119112142481,4.0,4.0,0.0,0.5789473684210527,2.7159347104152363,2.211160982269032,1.8510326266843746,1.8459596921362884,0.7777777777777778,0.5,0.6566667389417113,0.6643067657904214,0.7650560472799336,0.55,0.45,-0.04891285082864956,4.553705486898636,2.342544504629604,-6.61577384118635,165,0.013555446676465785,0.25
b7337452-ab08-43e5-9f3b-419107415280,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1,is_correct,True,,True,,,,192,-2.5233621290989143,4.766225716371024,7.2895878454699385,2.267127566129498,7.2895878454699385,-2.5233621290989143,4.766225716371024,0.6831843079566889,-0.425425028845626,3.0264258954365637,2.343241587479875,45.31157538609593,0.16087694553446893,14,9,1.0,0.0,7.2895878454699385,0.0,4.616549895145212,5.403281963071569,0.7222222222222222,0.2777777777777778,4.293027640660738,1.500701275944685,0.5025577596248437,0.6,0.4,2,-1.1113761832450813,1.1113761832450813,2.2227523664901625,0.6745797578684326,2.2227523664901625,-1.1113761832450813,1.1113761832450813,-0.7604152832729503,0.05849348332868846,0.8189087666016387,1.579324049874589,2.2227523664901625,1.0,0.0,1.0,1.0,0.0,2.2227523664901625,0.0,0.11698696665737729,0.0,0.5555555555555556,0.16666666666666666,1.295260195396016e-16,0.2924674166434424,0.29246741664344245,0.5,0.5,-1.255201089945719,-7.132802989561824,-4.910050623071662,-12.322739170636602,194,0.010962041884816753,1.0
36c373f1-468f-4bba-a8d9-5a73a3be5876,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,8,3.0026745690880756,-2.397309704231929,-5.399984273320005,2.1579721461709824,6.362498493988667,-2.397309704231929,3.9651887897567377,1.6193177233626244,-0.21797892524322807,-1.7159851408755602,-3.3353028642381846,15.60133314543195,0.3461232590178432,3,3,0.10526315789473684,1.0,0.0,6.362498493988667,1.4318361616533335,2.5031441781135078,0.5,0.16666666666666666,0.5427415925266721,0.9338151533668221,0.9581421162877014,0.45,0.55,5,4.8529146713090014,2.5801617762893905,-2.272752895019611,2.266693620846093,7.47293392250587,-2.6200192511968687,4.8529146713090014,0.5653896885575791,-2.4213061131186633,-0.1168490456080676,-0.6822387341656467,12.909750965656965,0.17604932125071032,3.0,2.0,0.0,0.7368421052631579,5.200181027486259,2.272752895019611,1.0981883903898497,1.5413868785742113,1.0,0.1111111111111111,0.15713582710024646,0.7304628785744681,1.4150883408532675,0.35,0.65,0.03492816171306545,7.285152537253996,5.012399642234385,0.6948992659204407,13,0.42857142857142855,0.4
91a30120-36ab-425f-961f-3dee779b0021,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,261,2.526872299293472,0.008911412785148842,-2.517960886508323,2.4075760668116692,7.197887568091378,-3.9954137791337683,3.20247378895761,0.36604600602772963,-1.2516094814282586,0.48029447676101683,0.1142484707332872,56.106414098345304,0.04487830717705025,14,12,0.47368421052631576,0.6842105263157895,4.004325191918917,3.193562376172461,5.71947248893558,6.567048610569999,0.16666666666666666,0.5,5.973803488684673,0.9480934003606956,1.1139522737225758,0.5,0.5,9,4.85032694652901,2.3439318274463483,-2.5063951190826614,2.47451828671394,7.7967863618418,-2.9464594153127908,4.85032694652901,-0.08261944369670639,0.5537550642638569,-1.3474745911340804,-1.264855147437374,26.363347602100696,0.09507120100646649,3.0,4.0,0.0,0.7894736842105263,5.290391242759139,2.5063951190826614,3.147014821468055,2.1134684992699495,0.4444444444444444,0.0,0.8186847686348218,0.9589854126199213,1.198330322761643,0.45,0.55,0.302500228391834,5.143915762135695,2.6375206430530334,-2.480670589557011,270,0.007957559681697613,0.2222222222222222
16318af5-cfa6-4b2c-bf25-9eb3ac468b48,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,physics,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,310,2.6336228850392405,0.24431773079896452,-2.389305154240276,1.9902376802069277,7.191269356765821,-3.7512694865236016,3.4399998702422185,1.0100232587870948,-1.207767794569367,0.42417029079713475,-0.58585296798996,39.4175954475453,0.06061519296426459,9,10,0.7368421052631579,0.5789473684210527,3.995587217322566,3.195682139443254,3.8448747652341453,5.866678000741885,0.6666666666666666,0.5555555555555556,3.2689304568301174,0.8565870796813847,0.7985465799660396,0.6,0.4,4,2.4042036625803567,-2.4838083771360084,-4.888012039716365,2.511741607857377,8.801120902574658,-4.364947815828221,4.436173086746437,-0.980372076623932,0.6678553186304846,0.3995172328150109,1.3798893094389428,22.49025384486568,0.2173391226899048,2.0,3.0,0.6842105263157895,0.3157894736842105,1.8811394386922125,6.919981463882445,1.5097307823564474,1.1533302439804087,0.5555555555555556,0.7777777777777778,0.2944990956534117,1.0782970862038783,1.0678227816570818,0.5,0.5,-0.0502386146855645,2.1096473170958276,-2.7783647226205375,-0.7908439716704763,314,0.006660402964818874,0.5
845a3693-c660-4446-bae5-6c38bc75e6fd,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,11,2.7879755741673646,4.674203492703842,1.886227918536477,2.5573439002311393,8.861052046438568,-4.186848553734726,4.674203492703842,0.2803098369070772,-1.2077533507985143,0.558355743970104,0.2780459070630268,53.1014543985263,0.03552121010434744,7,8,1.0,0.8947368421052632,8.861052046438568,0.0,5.1133544662823365,4.928856066323055,0.2222222222222222,0.8888888888888888,3.23317825253239,0.9709048973040671,1.128003403975039,0.45,0.55,22,-4.9024479351349415,0.005549842285861346,4.907997777420803,1.8387731642877783,7.588470730618575,-4.9024479351349415,2.6860227954836327,-0.3803343737594183,0.3566563149924892,-0.038211276180353505,0.3421230975790648,36.28854726477084,0.1352492217891985,10.0,7.0,0.10526315789473684,0.0,4.907997777420803,2.6804729531977713,5.115326238735687,4.004206335838094,0.0,0.8888888888888888,2.938628176551375,0.6560969932974147,0.675847696719946,0.65,0.35,-0.008515516516858345,-9.585166944355642,-4.6771691669348385,-1.9661212333526557,33,0.18181818181818182,0.12121212121212122
84bba88d-2aee-4fcb-baab-4c6eea17b0d8,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,physics,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,41,-2.5092864121174707,2.509461215958298,5.018747628075769,2.2273389453949024,7.881391294030546,-4.507510470959146,3.3738808230714006,0.2200076493801226,0.4209373151755641,0.4347830407000925,0.2147753913199699,48.553722104598315,0.10336483817376516,13,9,0.15789473684210525,0.631578947368421,7.016971686917444,0.8644196071131027,6.725746338735821,4.46917105771944,0.05555555555555555,0.6111111111111112,4.5244126851346715,1.1251642530243424,0.7703986032198246,0.6,0.4,4,2.5986088449891254,2.518915616905402,-0.07969322808372326,2.2913658365163037,7.206474795439892,-4.607865950450766,2.5986088449891254,1.3138185595039729,-2.8514913337334784,-0.45057670282633505,-1.7643952623303079,14.33325636279606,0.005560022514533264,1.0,2.0,0.0,0.6842105263157895,7.1267815673561685,0.07969322808372326,1.1877969278926956,0.7721166406740214,0.7222222222222222,0.5555555555555556,0.12798704337476077,0.6595042991782962,1.3328627810065237,0.5,0.5,0.004356062991642205,0.09350369202246966,0.013810463938746409,-2.9999918377441297,45,0.05975609756097561,0.5
dcfa830a-3f87-43eb-9ec7-6649fcdd0473,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,biology,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,True,,,,9,-0.7933860488917159,1.8548535396874715,2.6482395885791874,2.482465599489374,9.929502866041112,-4.715325546585116,5.214177319455997,-1.8945651338349225,-0.20072188157016407,2.314308021206772,4.208873155041695,30.329504597937564,0.08731562297787318,5,3,0.7368421052631579,0.631578947368421,6.570179086272587,3.3593237797685256,4.964751433020561,3.009152070909304,0.7222222222222222,0.5555555555555556,1.5246165296995915,0.9949515958250823,1.034009644854831,0.55,0.45,8,-1.4974924494451027,3.762888455203049,5.260380904648152,2.9074747681289415,9.03279545751209,-4.39922391040135,4.633571547110741,-0.8463074434110618,-1.4904497605512113,2.4148959414923707,3.2612033849034328,30.135029966678456,0.17456033428421247,5.0,5.0,0.8947368421052632,0.42105263157894735,8.162112365604399,0.8706830919076918,3.354530598527724,2.6021584721253914,0.7777777777777778,0.6111111111111112,1.3482325846259875,1.1907866982868391,1.2841829372259235,0.5,0.5,-1.3686980505901603,-4.7210440397227345,0.5393368649254171,-2.434747269020228,17,0.2222222222222222,0.32142857142857145
